x,cdf(x),ccdf(x)
286.5,0.9999806095954818086740553003420810174631611824303172687911405368134074918587686422514539701581805904066410288776962906267400589786594399052050467257171,1.939040451819132594469965791898253683881756968273120885946318659250814123135774854602984181940959335897112230370937325994102134056009479495327428289354e-5
287,0.9999806602451935696483248659999369867445352043262249410333728163856313630476287332714496892004267915269072223503835364771699494565749235239164769528324,1.933975480643035167513400006301325546479567377505896662718361436863695237126672855031079957320847309277764961646352283005054342507647608352304716758965e-5
287.5,0.9999807106747850024160179999040856637465709246290340743406055678538258749809873325512331050471016703848069684803990668627466447364047164560698761464102,1.928932521499758398200009591433625342907537096592565939443214617412501901266744876689495289832961519303151960093313725335526359528354393012385358980443e-5
288,0.9999807608855930625828961021625200321351333199619927289007044649212437609300454789717114140926260761604658431710625224248927377751689181879101146566416,1.923911440693741710389783747996786486668003800727109929553507875623906995452102828858590737392383953415682893747757510726222483108181208988534335835872e-5
288.5,0.9999808108789442834150562957737985753296180971874264899314853421802016535876331596238741833909562953858789445296453523461346793930686218264877702482507,1.918912105571658494370422620142467038190281257351006851465781979834641236684037612581660904370461412105547035464765386532060693137817351222975174928633e-5
289,0.9999808606561548749704749047659308177491973908833257078851685709637171274947204890878511037985503931163897186397606638934135785027180032166928483139776,1.913934384512502952509523406918225080260911667429211483142903628287250527951091214889620144960688361028136023933610658642149728199678330715168602244728e-5
289.5,0.9999809102185308221181567431417260276223065972276598895702537296189760855112700737187846424469945087415700643177662683498201203067860370213767754060368,1.908978146917788184325685827397237769340277234011042974627038102391448872992628121535755300549125842993568223373165017987969321396297862322459396320155e-5
290,0.999980959567367981459268406846174592909002506621903318375636913202776463714837143930464658814078791073001707313155443671161106251413730440530220950517,1.904043263201854073159315382540709099749337809668162436308679722353628516285606953534118592120892699829268684455632883889374858626955946977904948304907e-5
290.5,0.999981008703952177164423499532142505010363991857759667882105268361914764901233303071040833920486444780970821648579891199368747274809361511995290790229,1.899129604782283557650046785749498963600814224033211789473163808523509876669692895916607951355521902917835142010880063125272519063848800470920977103474e-5
291,0.999981057629559295741080892084851918270557920587409667085723519229559041539809843918437634919442303008552803239447468187835148803508236266976462424719,1.894237044070425891910791514808172944207941259033291427648077044095846019015608156236508055769699144719676055253181216485119649176373302353757528103625e-5
291.5,0.9999811063454553797448136539133574004004629155749501393609258023764360280872818829057114122343955266601054598248618646308323983717049742859271927500977,1.889365454462025518634608664259959953708442504986063907419762356397191271811709428858776560447333989454017513813536916760162829502571407280724990229834e-5
292,0.9999811548528967204480061403842111715329077308778031263129857189290320893309715908302528216431955560734385386854668316781619836640678907654039095753504,1.884514710327955199385961578882846709226912219687368701428107096791066902840916974717835680444392656146131453316832183801633593210923459609042464961203e-5
292.5,0.9999812031531299494793398161041206151933421533789387773872533946188585157331004315199670192436753077481336306923595251928361631501676156276611650538753,1.879684687005052066018389587938480665784662106122261274660538114148426689956848003298075632469225186636930764047480716383684983238437233883494612470956e-5
293,0.9999812512473921294472346798643270662075373018602399291259003634170301144374731831054927439944812850018396679746373841836308458533344484215904870184862,1.8748752607870552765320135672933792462698139760070874099636582969885562526816894507256005518714998160332025362615816369154146665551578409512981513775e-5
293.5,0.9999812991369108435602225768888928862981044415285142542506891013624582248537477713493412751908672128698960538438004730692415892067537488759614174586206,1.870086308915643977742311110711370189555847148574574931089863754177514625222865065872480913278713010394615619952693075841079324625112403858254137937113e-5
294,0.9999813468229042842570411816466034948606893827724952409030389948068896917438038148451941112894959340874078173976957561637310792690569298629071827624762,1.86531770957157429588183533965051393106172275047590969610051931103082561961851548058887105040659125921826023042438362689207309430701370928172375237893e-5
294.5,0.9999813943065813408590529550479549807586370092488128266996310780459310094438496995385147327495222288263792185096725717310045140185354697921648076125462,1.860569341865914094704495204501924136299075118717330036892195406899055615030046148526725047777117362078149032742826899548598146453020783519238745379957e-5
295,0.99998144158914168625741186957942371125416121987481319651128952153634398368293606053433788645581868763115902281952035185533333448869692033595863918858,1.855841085831374258813042057628874583878012518680348871047846365601631706393946566211354418131236884097718047964814466666551130307966404136081141999268e-5
295.5,0.9999814886717758626472221020975638434799358269267877558156741659752628533299300652684227858123015152107024855646437809131165569388957402868636976162257,1.851132822413735277789790243615652006417307321224418432583402473714667006993473157721418769848478929751443535621908688344306110425971313630238377434333e-5
296,0.9999815355556653663207571649099824303615091617080920347496272602320179930235431473910048464496359076574387639574785765730163042963560521542961353544079,1.846444433463367924283509001756963849083829190796525037273976798200697645685260899515355036409234256123604252142342698369570364394784570386464559212053e-5
